id,tmdbId,original_language,title,original_title,overview,poster_path,tagline,keywords,release_date,genres
308,15128,en,Speechless,Speechless,"In the midst of election season in New Mexico, political speechwriters Julia Mann and Kevin Vallick begin a romance, unaware they are working for candidates on opposite sides.",/yqTG4PFZjNxIjuBtQBSr1Einl23.jpg,There are two sides to every relationship... Don't trust either of them.,"politics, love, speech writer",1994-12-16,"Romance, Comedy"
312,10395,en,Wolf,Wolf,"Aging publisher Will Randall is at the end of his rope when a younger co-worker snatches his job out from under his nose. But after being bitten by a wolf, Will suddenly finds himself full of youthful vigor. As he struggles to regain his position, he becomes enthralled with Laura Alden, his former boss's daughter. And, as increasingly animal-like urges begin to overwhelm him, Randall worries that he may be turning into the creature that bit him.",/8ocZb9x6rN82i8ZzZ05j1vWKVOC.jpg,The animal is out.,"adultery, bite, heal, deer, werewolf, vermont, publisher",1994-06-17,"Fantasy, Drama, Horror, Romance"
314,40480,en,Bad Company,Bad Company,"CIA operative Nelson Crowe is tasked with a deadly assignment: infiltrate a highly secret industrial espionage firm. Once inside, he teams with Margaret Wells, a master spy and seductive manipulator, in a plot to overthrow the organization's sinister president, which leads them into a darkly mysterious web of intrigue -- and shocking murder!",/5q5r3cpaTDByz4qko9ZWHlK3gMF.jpg,Bribery. Blackmail. Murder. Specialities of the house.,"cia, judge, blackmail",1995-01-20,"Action, Crime, Romance, Thriller"
315,52038,en,A Man of No Importance,A Man of No Importance,"Alfie Byrne is a middle-aged bus conductor in Dublin in 1963. He would appear to live a life of quiet desperation: he's gay, but firmly closeted, and his sister is always trying to find him ""the right girl"". His passion is Oscar Wilde, his hobby is putting on amateur theatre productions in the local church hall. We follow him as he struggles with temptation, friendship, disapproval, and the conservative yet oddly lyrical world of Ireland in the early 1960s.",/nSBeudgK6eFA1kzSAR4b8ndZked.jpg,An extraordinary tale of an ordinary hero,"friendship, dublin, ireland, ireland, middle ages (476-1453), gay theme",1994-12-24,"Comedy, Drama"
316,29444,en,S.F.W.,S.F.W.,An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.,/3bq91jWCReRrqlPn81alSoxeXoP.jpg,Fate made them hostages. The media made them stars.,"based on novel or book, escape, media, loss of loved one, kidnapping, hostage, pregnancy, reality spoof, celebrity, survival, teenage girl, hospital, masked man, tragic event, homecoming",1994-09-15,"Comedy, Drama"
317,26352,en,A Low Down Dirty Shame,A Low Down Dirty Shame,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",/v5XUfLrdoGfatObGXhqckYTNqFT.jpg,He's armed and dangerously funny.,"drug crime, fbi, drugs, private detective, blast",1994-11-23,"Comedy, Crime"
318,39953,en,Boys Life,Boys Life,"Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of the summer, he realizes and embraces that he's gay. In ""A Friend of Dorothy,"" Winston arrives from upstate for his freshman year at NYU. He has to figure out, with some help from Anne, a hometown friend, how to build a social life as a young gay man in the city. In ""The Disco Years,"" Tom looks back on 1978, the year in high school that he came out of the closet after one joyful and several painful encounters",/jXKecGbSp36C486myi1pbe6EKAI.jpg,"Three Tales of Love, Lust & Liberation","anthology, male homosexuality, lgbt, short compilation, 1990s, gay theme",1994-09-30,Drama
319,315,en,"Faster, Pussycat! Kill! Kill!","Faster, Pussycat! Kill! Kill!","Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",/4mld2L1vWqgqFQmKa7KU4HzLKPi.jpg,Go-Go For a Wild Ride With the ACTION GIRLS!,"sports car, kidnapping, go-go dancer, killing, eroticism",1965-08-06,"Crime, Action, Thriller"
322,11667,en,Street Fighter,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,/6yh95dD2Y6uWAlPfWCZZygBM1ec.jpg,The fight to save the world is on!,"martial arts, hostage, liberation of hostage, dictator, hostage-taking, street fighter, united nations, based on video game, sarcastic",1994-12-23,"Action, Adventure, Comedy, Thriller"
325,42981,en,Frank and Ollie,Frank and Ollie,"Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!",/eUIELE2IkuWkAc3JzjYz6J2Lpx5.jpg,Their friendship changed the face of animation.,"artist, visual arts, biography, film history",1995-10-20,Documentary
327,291731,en,Homage,Homage,"The young caretaker at the estate of a reclusive woman develops a dangerous obsession with her daughter, a sexy television star. Unexpected twists and turns.",/jJ8Abp6QYbk4P5ukkQVM3n5L896.jpg,He would sacrifice everything for her...even her.,"widow, obsession, tragic event, fatal attraction",1995-05-03,"Thriller, Drama"
328,8011,en,Highlander III: The Sorcerer,Highlander III: The Sorcerer,"Starts off in the 15th century, with Connor McLeod training with another immortal swordsman, the Japanese sorcerer Nakano. When an evil immortal named Kane kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",/4lVKy9bsVw78EFhd4yHTDwgBr0U.jpg,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.","new york city, martial arts, japan, immortality, scotland, morocco, sorcery, sword fight, katana sword, fictional war, dark fantasy, archeology, warrior, action hero, sword and sorcery, supernatural power, good versus evil",1994-11-29,"Fantasy, Action"
329,2654,en,In the Mouth of Madness,In the Mouth of Madness,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,/msh4tEUzbnEqlHcFOUH4O0Zti8r.jpg,Lived Any Good Books Lately?,"small town, insanity, paranoia, diner, new hampshire, disappearance, author, church, gothic, crucifix, new england, insurance investigator, ghost town, publisher, horror novel, lovecraftian",1995-02-03,"Horror, Thriller, Mystery"
331,19092,en,Above the Rim,Above the Rim,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",/q7CCx8aj8uME1fBa4KzTMdeWxXu.jpg,Some games you play. Some games play you.,sports,1994-03-23,Crime
332,2758,en,Addams Family Values,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",/8znyj20O3EYLD2EzWnZQMnkE4zH.jpg,The family just got a little stranger.,"dancing, jealousy, baby, sibling relationship, summer camp, yuppie, butler, nanny, thanksgiving, guillotine, uncle, mansion, wedding, macabre, disembodied hand, anxious",1993-11-19,"Comedy, Family, Fantasy"
333,38129,en,Martin Lawrence: You So Crazy,Martin Lawrence: You So Crazy,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",/iN9whwQExgckFNuuegFksrZYufL.jpg,Uncut. Unrated. Unbelievably Funny.,stand-up comedy,1994-04-27,Comedy
335,13595,en,Airheads,Airheads,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an FM rock radio station and hold the deejays hostage until they agree to broadcast the band's tape.,/4xPG8pPMyeoec48gKWbbC85EC8j.jpg,The amps are on but nobody's home.,"radio station, heavy metal, rock band",1994-08-05,"Comedy, Crime, Music"
337,11853,en,Bad Girls,Bad Girls,"Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily.",/cXY79luLXt2dzUP2Tx601zpZFzK.jpg,It was a dangerous time to be a woman. And a good time to have friends.,"blonde, revenge, tough girl, wild west, fast draw, pistol duel, small western town",1994-04-22,"Romance, Western"
338,16771,en,Barcelona,Barcelona,"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community.",/7dgX3naR9EsFMvQhwHY8My6r5FR.jpg,Americans. Anti Americans. In Love.,"navy, spain, barcelona, spain, expatriate, cousin cousin relationship, 1980s",1994-07-29,"Comedy, Drama, Romance"
339,46924,en,Being Human,Being Human,One man must learn the meaning of courage across four lifetimes centuries apart.,/1OJilNyyJPH3es0HZzebJjuPJua.jpg,"For Hector, history has a way of repeating itself.","success, medieval",1994-05-06,"Drama, Comedy, Fantasy"
340,11041,en,The Beverly Hillbillies,The Beverly Hillbillies,"Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck",/refYLEQvzkY63i2IHronCPQODex.jpg,The day they moved in... Beverly Hills moved out.,"arkansas, oil, billionaire, hillbilly, beverly hills, woman director",1993-10-15,Comedy
342,26203,en,Blink,Blink,"Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.",/yNlatJk6C2zYTqAUkaxtBJQKQSf.jpg,"What you can't see, can kill you.","killer, blindness",1993-10-01,"Crime, Thriller"
343,178,en,Blown Away,Blown Away,Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.,/kiV3KcjE0bVgfMwRG9HhRFG8Ggq.jpg,5. 4. 3. 2. 1......Time's Up.,"concert, computer, boston, massachusetts, fireworks, orchestra, anarchist, flashback, revenge, terrorism, wedding, explosion, roulette wheel, capsized ship, belfast, north ireland, bomb planting, headphones, bomb attack, action hero, blast, human bomb",1994-07-01,Action
344,19819,en,Blue Chips,Blue Chips,"Pete Bell, a college basketball coach is under a lot of pressure. His team isn't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.",/tO71i4Ob64tchCRBB5MoqonPKAF.jpg,Victory doesn't come cheap.,"sports, basketball",1994-02-18,Drama
345,57834,en,Blue Sky,Blue Sky,"Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons testing in 1950s America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.",/zG40OnO4Y98lo1iDHyFo5TaZyP1.jpg,"In a world of secrets, love is the most powerful weapon.","husband wife relationship, alabama, nuclear missile, hand grenade, military base, atomic bomb test, nymphomaniac, dysfunctional marriage, mental illness, 1950s, mentally unstable",1994-09-16,"Drama, Romance"
346,4722,en,Body Snatchers,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",/s8WdtuOBvfEsuPtbQVpNfEgd5aR.jpg,Imagine... you're gone and someone else is living inside your body.,"distrust, escape, military base, alien, remake, soldier, alien invasion, alien infection, sleeping, doppelgänger, body snatchers, emotionless, body snatching, body snatcher",1993-06-09,"Horror, Science Fiction, Thriller"
348,1607,en,A Bronx Tale,A Bronx Tale,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,"One man lives in the neighborhood, another man owns it. A devoted father battles the local crime boss for the life of his son.","italian american, gambling, funeral, italian, parent child relationship, gangster, black people, loyalty, molotow cocktail, gang leader, nostalgia, game of dice, bus driver, mafia, best friend, witness to murder, hoodlum, xenophobia, bronx, new york city, father figure, 1960s, confession booth",1993-09-14,"Drama, Crime"
349,117553,en,Calendar Girl,Calendar Girl,"Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.",/ljSqZTl5oophHsH1Qtyv7AF2BW6.jpg,Three boys' journey to discovery in the Hollywood of the early sixties.,"california, beach, tattoo, narration, diner, radio, nostalgia, calendar, coming of age, marijuana, stalking, hollywood, summer, movie star, 1950s",1993-09-03,"Comedy, Drama"
350,6075,en,Carlito's Way,Carlito's Way,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.",/g6D7mjQtndu768cusGmoEQY9fTB.jpg,He's got a good future if he can live past next week.,"new york city, based on novel or book, gangster, go-go dancer, release from prison, 1970s, puerto rico, cocaine, nightclub, criminal past, love, lawyer, drugs, disco, neo-noir",1993-11-10,"Crime, Drama, Romance, Thriller"
351,11310,en,City Slickers II: The Legend of Curly's Gold,City Slickers II: The Legend of Curly's Gold,"Mitch Robbins 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately Glen he tries to find the hidden gold of Curly's father in the desert of Arizona.",/gh0lsyJARglhpbKmnY8i8M7V5bI.jpg,They're back in the saddle!,"gold, birthday, nevada, treasure hunt, friendship bracelet, cowboy",1994-06-10,"Action, Comedy, Drama, Western"
352,9350,en,Cliffhanger,Cliffhanger,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",/b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg,The height of adventure.,"airplane, mountain, rocky mountains, hijacking, suitcase, climbing, heist, money, snow, mountain climbing",1993-05-28,"Action, Adventure, Thriller"
353,9612,en,Coneheads,Coneheads,"A pair of aliens arrive on Earth to prepare for invasion, but crash instead. With enormous cone-shaped heads, robotlike walks and an appetite for toilet paper, aliens Beldar and Prymatt don't exactly blend in with the population of Paramus, N.J. But for some reason, everyone believes them when they say they're from France.",/rAaitAn2937opFpbcxyywMEj26l.jpg,Young ones! Parental units! We summon you!,"extraterrestrial technology, alien life-form, space invasion, coneheads",1993-07-23,"Comedy, Science Fiction, Family"
354,2124,en,Color of Night,Color of Night,A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group and becomes embroiled in an intense affair with a mysterious woman who may be connected to the crime.,/w1OBPkf3BxeC7543YzFwiKIwBFJ.jpg,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night.","california, therapist, secret identity, paranoia, eroticism, group therapy, grief, obsessive compulsive disorder, psychiatrist, disguise, mental illness, color blindness, voyeurism",1994-08-19,"Romance, Thriller, Mystery"
355,19176,en,The Cowboy Way,The Cowboy Way,"Two championship rodeo partners travel to New York to find their missing friend, Nacho Salazar who went missing there.",/r7sckMs1xy4fXYGzzs6anofu10F.jpg,How the East was won.,cowboy,1994-06-03,"Action, Comedy, Crime, Drama, Thriller, Western"
356,49299,en,Dangerous Game,Dangerous Game,"A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.",/f8Vd4eq4Rq6ns54IRyouCNfOEmY.jpg,TURBULENCE REDEMPTION HOLLYWOOD,"drugs, divorce, filmmaking",1993-10-13,Drama
357,11566,en,Dave,Dave,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,/wIUuf1NFchdCJe833JBTiSMzqfv.jpg,"In a country where anybody can become President, anybody just did.","coma, usa president, the white house, apoplectic stroke, doppelgänger, corgi",1993-05-07,Comedy
358,9571,en,Dazed and Confused,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",/msG9awbLhVZwv1Eh9Ge7SofMexW.jpg,See it with a bud.,"high school, 1970s, texas, coming of age, marijuana, summer, period drama, teenager",1993-09-24,Comedy
360,34444,en,Even Cowgirls Get the Blues,Even Cowgirls Get the Blues,"Sissy Hankshaw is born with enormous thumbs that help her hitchhiking through the US from a young age.  She becomes a model in advertising and her NY agent 'the Countess' sends her to his ranch in CA to shoot a commercial, set against the background of mating whooping cranes.  There, she befriends Bonanza Jellybean, one of the cowgirls at the beauty- ranch.",/20x8nm0nPXkYv04COAHFA2AHyAl.jpg,There have been many great drivers but only one great passenger.,"transvestism, cowgirl, lgbt, hitchhiking",1994-05-13,"Comedy, Drama, Romance, Western"
361,26141,en,Fatal Instinct,Fatal Instinct,"Ned Ravine is a police officer and lawyer who occasionally defends the delinquents he arrests. He crosses paths with seductive Lola Cain during an assignment and promptly begins an affair with her. Meanwhile, Ned's wife, Lana, is deep in an affair of her own. Lana and her lover are planning to murder Ned in an elaborate fashion so they can collect on his triple indemnity life insurance policy.",/syewFnehGbbya5BdxoHLzrcm5Ne.jpg,"Sex, murder and revenge were never this funny.","spoof, private detective",1993-10-29,"Comedy, Crime"
362,10997,zh,Farewell My Concubine,霸王别姬,"Abandoned by his prostitute mother in 1920, Douzi was raised by a theater troupe. There he meets Shitou and over the following years the two develop an act entitled ""Farewell My Concubine"" that brings them fame and fortune. When Shitou marries Juxian, Douzi becomes jealous, the beginnings of the acting duo's explosive breakup and tragic fall take root.",/nlsYtgAgZMKxpq4TOkGsZuRqBx2.jpg,The passionate story of two lifelong friends and the woman who comes between them.,"china, society, transvestite, cultural revolution, woman between two men, best friend, beijing, china, lgbt, chinese opera, female impersonator, severed finger",1993-01-01,Drama
364,20239,en,Fear of a Black Hat,Fear of a Black Hat,"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def &amp; Tasty Taste performing as N.W.H.",/jiJp7B74GBKJK8yCqLjMaFu24nJ.jpg,The First Drive-By Comedy,"hip-hop, musician, mockumentary, spoof",1994-06-03,Comedy
366,18551,en,Flesh and Bone,Flesh and Bone,"Some thirty years after Arlis witnesses his father murdering a family, he runs into Kay, who happens to be the family's baby who was spared. Kay and Arlis suspect nothing about each other, but when his father returns, old wounds are reopened.",/gNaZSODlVRiQltGWjS8vQZEYJTq.jpg,Evil is patient,"small town, gambling, texas, roadhouse, romance, murder, burglary, home invasion, confrontation, married woman, grifter, haunted by the past, vending machine, solitary, abusive father, country folk, murder of family, unlikely romance, chance encounter, criminal father",1993-11-05,Thriller
367,9024,en,For Love or Money,For Love or Money,"New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",/x1twBUsthHeA7FwOxPpQWtJb9zy.jpg,He thought there was nothing as seductive as money. He was wrong.,"hotel, lover (female), deception, concierge, mistress",1993-10-01,"Comedy, Romance"
368,37233,en,The Firm,The Firm,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",/mTsDqwE4ZyZ8FWflD0wPw9l2YMS.jpg,Power can be murder to resist.,"fbi, tennessee, lawyer, law firm, bar exam, legal thriller",1993-06-30,"Drama, Mystery, Thriller"
369,1634,en,Free Willy,Free Willy,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg,How far would you go for a friend?,"whale, social worker, freedom, social work, human animal relationship, best friend, killer whale, amusement park, aftercreditsstinger",1993-07-16,"Family, Adventure, Drama"
370,5503,en,The Fugitive,The Fugitive,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,"chicago, illinois, escape, chase, doomed man, surgeon, death sentence, u.s. marshal, flashback, remake, betrayal, fugitive, on the run, conspiracy, police corruption, doctor, home invasion, disguise, one armed man, framed for murder, action hero, manhunt",1993-08-06,"Action, Thriller, Drama"
371,35588,en,Geronimo: An American Legend,Geronimo: An American Legend,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",/oW4IM0G5fCR68YalmemTGbPK15F.jpg,A Warrior. A Leader. A Legend.,"apache nation, native american, historical figure, historical, cavalry, geronimo",1993-12-10,"Western, History, Action"
372,2087,en,The Getaway,The Getaway,"Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.",/4tWvZ4BQu3ICmtUL8lXHa9OgkoF.jpg,A dangerous deal. A double cross. And the ultimate set up is yet to come.,"hitman, anti hero, fugitive, suicide by hanging, sexual torture, exploding truck, cuckold, garbage dump, action hero, manhunt",1994-02-11,"Action, Crime, Drama, Mystery, Romance, Thriller"
373,18620,en,Go Fish,Go Fish,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",/4hczdEX2RmQTOmiIKygoOYCy0bI.jpg,The girl is out there,"lesbian relationship, male homosexuality, lgbt, woman director",1994-02-01,"Drama, Romance, Comedy"
374,4916,en,Guilty as Sin,Guilty as Sin,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.",/yqEFrL47aqfKf1glpkv06sk8dom.jpg,"She's finally met her match. He's handsome, wealthy, seductive. A Real Lady Killer!","odvjetnik, đavo",1993-06-04,"Drama, Mystery, Thriller"
376,31642,en,Heaven & Earth,Heaven & Earth,"Le Ly lives in a small Vietnamese village whose serenity is shattered when war breaks out. Caught between the Viet Cong and the South Vietnamese army, the village is all but destroyed. After being both brutalized and raped, Le Ly resolves to flee. She leaves for the city, surviving desperate situations, but surviving nonetheless. Eventually she meets a U.S. Marine named Steve Butler who treats her kindly and tells her he would like to be married -- maybe to her.",/hvvR7Yf743pc2E2F1VJ2dfZl7OZ.jpg,An amazing true story of survival.,"vietnam war, vietnam, war crimes, saigon, biography, based on true story, interracial relationship, domestic violence, based on memoir or autobiography, dog, immigrant experience, vietnamese woman",1993-12-25,"History, War, Action, Drama"
377,9255,en,Hot Shots! Part Deux,Hot Shots! Part Deux,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",/zh9EGK970GHo10ETclWBOjZVUOK.jpg,Just deux it.,"rescue, swordplay, liberation of hostage, secret agent, parody, iraq war, near east",1993-05-21,"Action, Comedy, War"
378,26271,en,Live Nude Girls,Live Nude Girls,"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",/vg9piYFtCTHep2V5EmLjwsYMzn2.jpg,"Sex, Lies and Fantasies... Unrated!","sleepover, best friend",1995-12-08,Comedy
379,10612,en,The Englishman Who Went Up a Hill But Came Down a Mountain,The Englishman Who Went Up a Hill But Came Down a Mountain,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation.",/dnatrgiXFf6BLfb2IKHVmg9tCi7.jpg,"A romantic comedy about a man, a woman, and the mountain that brought them together","wales, world war i, village, 1910s, cartographer",1995-05-12,"Drama, Comedy, Romance"
380,11934,en,The Hudsucker Proxy,The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,/yWKm4yzRU4hokkbYCJ34vwVwb9R.jpg,They took him for a fall guy... but he threw them for a hoop.,"new york city, journalist, suicide, plan, corruption, undercover, inventor, boss, investigation, industry, money, screwball comedy, board, stocks, 1950s, hula hoop",1994-03-11,"Comedy, Drama"
381,106143,en,I'll Do Anything,I'll Do Anything,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.",/dnAQ1FmvEt8bQdir8aepW0paIeq.jpg,She's the most maddening female he's ever met. And she's only six years old.,"parent child relationship, unsuccessful",1994-02-04,"Comedy, Drama"
382,12475,en,In the Army Now,In the Army Now,"Bones Conway and Jack Kaufman didn't really know what they were in for when they enlisted in the U.S. Army; they just wanted to get a job and make some money. But these new recruits are so hapless, they run the risk of getting kicked out before their military careers even begin. Soon, though, they're sent to the Middle East to fight for their country -- which they manage to do in their own wacky ways.",/cNIIDaJM9nsDP9tTmAN6sjKpeiN.jpg,"Sleep tight, America! The safety of the free world rests in his hands!","friendship, us army, education, unemployment",1994-08-12,Comedy
383,9386,en,In the Line of Fire,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",/3NvOFpmyECI3DNExYMtFIRcGMsu.jpg,An assassin on the loose. A president in danger. Only one man stands between them…,"assassin, cia, usa president, the white house, bodyguard, stalking, election, secret service, u.s. secret service agent",1993-07-08,"Action, Drama, Thriller, Crime, Mystery"
